,year,age,relig,partyid,income,region,race,hapmar,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,childs
64565,2018,44.0,1.0,2.0,12.0,7,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
55144,2012,75.0,1.0,0.0,12.0,2,2.0,,1.0,1.0,1.0,1.0,,,1.0,3.0
41804,2002,69.0,1.0,4.0,12.0,4,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
19886,1986,25.0,1.0,2.0,9.0,7,1.0,3.0,,,,,,,,1.0
58018,2014,53.0,2.0,0.0,12.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
27147,1991,66.0,1.0,1.0,6.0,6,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0
21346,1987,39.0,1.0,0.0,3.0,5,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
23277,1988,23.0,5.0,4.0,2.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
14841,1983,27.0,2.0,1.0,8.0,3,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0
55623,2012,56.0,1.0,6.0,12.0,5,1.0,1.0,,,,,,,,2.0
61219,2016,31.0,2.0,2.0,,2,1.0,,,,,,,,,0.0
67600,2021,78.0,1.0,1.0,12.0,5,1.0,2.0,,,,,,,,3.0
1220,1972,48.0,1.0,3.0,,5,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,,2.0
13227,1982,59.0,2.0,0.0,12.0,6,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0
49959,2006,76.0,2.0,0.0,11.0,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0
46094,2004,56.0,1.0,4.0,12.0,7,1.0,,,,,,,,,3.0
16374,1984,59.0,1.0,1.0,12.0,7,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
33144,1996,29.0,1.0,4.0,12.0,5,1.0,,,,,,,,,0.0
64416,2018,66.0,1.0,1.0,9.0,8,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25229,1990,37.0,1.0,2.0,9.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,5.0
21671,1987,44.0,1.0,2.0,2.0,3,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
32028,1994,56.0,2.0,4.0,12.0,7,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
18152,1985,39.0,1.0,4.0,12.0,8,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
60149,2016,44.0,2.0,7.0,12.0,9,3.0,,,,,,,,,3.0
56529,2012,89.0,1.0,5.0,9.0,3,1.0,,2.0,2.0,2.0,,,,,2.0
61466,2016,71.0,1.0,2.0,,6,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
50702,2006,45.0,2.0,1.0,12.0,7,3.0,,,,,,,,,4.0
28645,1993,53.0,4.0,1.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
25175,1990,27.0,1.0,5.0,3.0,2,1.0,,,,,,,,,0.0
31648,1994,41.0,1.0,1.0,9.0,9,1.0,,,,,,,,,0.0
17990,1985,26.0,2.0,1.0,9.0,5,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
68617,2021,68.0,4.0,7.0,7.0,9,1.0,,,,,,,,,0.0
44088,2004,50.0,2.0,0.0,1.0,9,1.0,,,,,,,,,0.0
15047,1983,65.0,1.0,5.0,11.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
43858,2004,25.0,4.0,2.0,11.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2505,1973,54.0,1.0,6.0,2.0,6,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,1.0
54556,2010,69.0,1.0,6.0,,8,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
44907,2004,37.0,11.0,5.0,12.0,3,1.0,1.0,,2.0,,2.0,2.0,2.0,2.0,4.0
42670,2002,20.0,4.0,7.0,5.0,4,1.0,,,,,,,,,0.0
40242,2000,19.0,2.0,5.0,12.0,8,1.0,,,,,,,,,0.0
19735,1986,63.0,1.0,6.0,8.0,3,1.0,,,,,,,,,3.0
54723,2010,56.0,1.0,5.0,12.0,4,1.0,,,,,,,,,6.0
30667,1994,35.0,1.0,1.0,12.0,3,1.0,2.0,,,,,,,,3.0
15795,1984,24.0,1.0,4.0,9.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
60005,2016,53.0,2.0,5.0,12.0,5,1.0,2.0,,,,,,,,3.0
68772,2021,51.0,1.0,5.0,12.0,7,1.0,1.0,,,,,,,,2.0
70036,2022,,1.0,3.0,,9,,,,,,,,,,0.0
66833,2021,43.0,2.0,4.0,12.0,7,1.0,2.0,,,,,,,,3.0
4667,1975,23.0,2.0,2.0,8.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
20771,1987,,,,,5,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,
62612,2018,34.0,1.0,1.0,12.0,9,2.0,,,,,,,,,0.0
46705,2006,73.0,2.0,5.0,12.0,2,1.0,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,3.0
61020,2016,80.0,4.0,0.0,12.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
25236,1990,45.0,1.0,1.0,11.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
49841,2006,47.0,1.0,5.0,12.0,2,1.0,,,,,,,,,1.0
26096,1990,78.0,1.0,1.0,11.0,5,1.0,1.0,,,,,,,,4.0
21520,1987,76.0,1.0,6.0,12.0,8,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0
69098,2022,66.0,2.0,0.0,12.0,9,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,2.0,
4323,1974,34.0,1.0,1.0,10.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,3.0
13935,1982,35.0,1.0,2.0,12.0,3,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
20350,1987,55.0,1.0,6.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0
9204,1978,52.0,2.0,4.0,12.0,2,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
69446,2022,28.0,3.0,7.0,12.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
6225,1976,66.0,1.0,2.0,12.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
12528,1982,29.0,1.0,5.0,11.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5311,1975,44.0,1.0,1.0,8.0,5,1.0,1.0,,,,,,,,1.0
12072,1980,28.0,1.0,2.0,12.0,4,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
27537,1991,23.0,1.0,2.0,12.0,4,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
49655,2006,21.0,2.0,2.0,11.0,8,3.0,3.0,,,,,,,,0.0
42128,2002,35.0,13.0,5.0,7.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
13780,1982,39.0,1.0,0.0,11.0,2,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0
13886,1982,29.0,1.0,0.0,6.0,5,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
57729,2014,59.0,2.0,3.0,12.0,7,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0
39379,2000,84.0,1.0,3.0,,2,1.0,,,,,,,,,5.0
923,1972,75.0,1.0,1.0,,3,1.0,,1.0,1.0,1.0,,1.0,1.0,,3.0
55650,2012,40.0,1.0,0.0,,5,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
29183,1993,27.0,1.0,2.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
13648,1982,22.0,1.0,0.0,,5,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
27721,1991,35.0,1.0,0.0,12.0,5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
29067,1993,23.0,1.0,5.0,11.0,5,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
70374,2022,50.0,1.0,5.0,12.0,5,1.0,,,,,,,,,0.0
17867,1985,23.0,2.0,2.0,10.0,7,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
11561,1980,31.0,2.0,4.0,12.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
8454,1977,26.0,2.0,1.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
23753,1989,30.0,2.0,6.0,12.0,2,1.0,2.0,,,,,,,,2.0
10333,1978,43.0,1.0,1.0,9.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15733,1984,44.0,2.0,3.0,,2,1.0,1.0,,,,,,,,3.0
12670,1982,28.0,2.0,2.0,11.0,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
6757,1976,34.0,1.0,6.0,11.0,9,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0
19082,1986,34.0,1.0,3.0,11.0,3,1.0,1.0,,,,,,,,3.0
4160,1974,30.0,1.0,5.0,11.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
42311,2002,71.0,3.0,2.0,,5,1.0,,,,,,,,,
38143,2000,88.0,1.0,6.0,,7,1.0,,,,,,,,,4.0
48023,2006,33.0,1.0,3.0,12.0,9,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
31114,1994,68.0,5.0,3.0,,5,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0
47539,2006,61.0,1.0,0.0,12.0,7,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
65706,2021,,,,,2,2.0,,,,,,,,,
21023,1987,67.0,2.0,2.0,5.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
37466,1998,23.0,4.0,0.0,5.0,8,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
58575,2014,63.0,1.0,0.0,12.0,5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
56474,2012,18.0,4.0,2.0,,3,3.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0
49450,2006,68.0,4.0,2.0,12.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
35205,1996,42.0,2.0,3.0,12.0,8,1.0,,,,,,,,,0.0
38548,2000,39.0,2.0,1.0,12.0,9,3.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
55308,2012,54.0,1.0,0.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47578,2006,52.0,2.0,1.0,12.0,1,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
26723,1991,43.0,1.0,5.0,12.0,2,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
7672,1977,53.0,1.0,6.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
49255,2006,37.0,2.0,3.0,,7,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
53622,2010,58.0,2.0,2.0,12.0,8,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0
64564,2018,57.0,1.0,5.0,12.0,7,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
15080,1983,57.0,1.0,0.0,12.0,4,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
14086,1983,35.0,1.0,4.0,10.0,2,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9478,1978,67.0,1.0,5.0,6.0,6,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
56842,2012,52.0,1.0,1.0,2.0,7,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
23698,1989,42.0,2.0,3.0,12.0,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
68019,2021,89.0,4.0,0.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
31755,1994,36.0,1.0,4.0,12.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0
1547,1972,18.0,1.0,1.0,,2,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
4605,1975,28.0,4.0,2.0,11.0,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
27658,1991,22.0,1.0,6.0,12.0,6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
23480,1989,89.0,1.0,0.0,12.0,3,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
28542,1993,47.0,1.0,1.0,11.0,5,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
46237,2004,61.0,1.0,3.0,8.0,6,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
40171,2000,40.0,1.0,0.0,12.0,5,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
10008,1978,26.0,2.0,0.0,9.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
65439,2021,38.0,2.0,3.0,12.0,4,1.0,,,,,,,,,3.0
71374,2022,67.0,1.0,2.0,9.0,6,3.0,,,,,,,,,
56066,2012,64.0,1.0,5.0,12.0,8,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
65927,2021,30.0,4.0,0.0,11.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
68396,2021,86.0,1.0,6.0,8.0,6,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,,2.0
53824,2010,63.0,1.0,2.0,12.0,3,2.0,,,,,,,,,5.0
11213,1980,86.0,2.0,1.0,,5,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0
40354,2000,40.0,1.0,5.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
25639,1990,19.0,1.0,1.0,9.0,6,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
3113,1973,46.0,2.0,2.0,10.0,2,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,3.0
44415,2004,39.0,1.0,3.0,12.0,5,2.0,,,,,,,,,2.0
26759,1991,34.0,1.0,6.0,12.0,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
5346,1975,70.0,1.0,6.0,2.0,9,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,,2.0
742,1972,58.0,2.0,0.0,,1,1.0,,1.0,,1.0,1.0,,,,3.0
44474,2004,55.0,2.0,6.0,12.0,4,1.0,,,,,,,,,2.0
61870,2016,56.0,1.0,5.0,12.0,7,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0
29722,1994,41.0,2.0,0.0,12.0,3,1.0,2.0,,,,,,,,1.0
22649,1988,27.0,2.0,2.0,9.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53407,2010,53.0,1.0,4.0,6.0,5,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
44590,2004,66.0,1.0,0.0,12.0,5,2.0,,,,,,,,,6.0
22572,1988,67.0,1.0,1.0,4.0,5,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
67680,2021,29.0,4.0,0.0,12.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
45652,2004,85.0,2.0,0.0,,9,1.0,,,,,,,,,4.0
32153,1994,71.0,1.0,1.0,5.0,6,1.0,,,,,,,,,4.0
50798,2006,39.0,2.0,2.0,12.0,8,3.0,,,,,,,,,0.0
71484,2022,59.0,4.0,2.0,9.0,3,1.0,,,,,,,,,0.0
39592,2000,38.0,2.0,5.0,12.0,2,1.0,1.0,,,,,,,,0.0
33223,1996,25.0,4.0,3.0,12.0,4,1.0,1.0,,2.0,,2.0,1.0,2.0,2.0,1.0
34367,1996,31.0,5.0,4.0,10.0,7,1.0,1.0,,,,,,,,2.0
18936,1986,33.0,1.0,5.0,12.0,5,1.0,2.0,,,,,,,,0.0
38996,2000,89.0,1.0,5.0,10.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
56362,2012,77.0,1.0,0.0,12.0,6,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
22279,1988,44.0,2.0,4.0,9.0,1,1.0,,1.0,2.0,1.0,2.0,1.0,,1.0,1.0
30570,1994,19.0,4.0,,6.0,2,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
51294,2008,22.0,2.0,3.0,10.0,9,3.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
28676,1993,49.0,2.0,2.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
2858,1973,50.0,1.0,0.0,4.0,5,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,8.0
5873,1975,39.0,1.0,2.0,7.0,5,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0
25763,1990,32.0,1.0,4.0,12.0,8,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
64243,2018,54.0,1.0,7.0,12.0,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
4550,1974,23.0,2.0,4.0,,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
9446,1978,31.0,1.0,3.0,10.0,5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
60831,2016,68.0,2.0,4.0,12.0,2,1.0,1.0,,,,,,,,3.0
71696,2022,60.0,1.0,3.0,12.0,4,1.0,,,,,,,,,0.0
13686,1982,29.0,1.0,1.0,9.0,3,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0
3177,1974,57.0,2.0,2.0,6.0,7,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,,0.0
67487,2021,71.0,2.0,6.0,12.0,9,1.0,2.0,,,,,,,,2.0
883,1972,23.0,1.0,5.0,,6,2.0,,,2.0,1.0,2.0,1.0,2.0,,0.0
49980,2006,53.0,2.0,5.0,12.0,4,1.0,1.0,,,,,,,,3.0
71825,2022,46.0,1.0,5.0,12.0,8,1.0,1.0,,,,,,,,
51507,2008,28.0,1.0,0.0,12.0,7,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
25292,1990,65.0,1.0,4.0,5.0,1,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
22403,1988,27.0,1.0,5.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,1972,46.0,1.0,3.0,,3,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,6.0
43590,2002,28.0,1.0,3.0,12.0,2,1.0,,,,,,,,,0.0
28950,1993,64.0,1.0,2.0,11.0,3,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0
46695,2006,50.0,2.0,0.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
61839,2016,29.0,2.0,0.0,12.0,7,2.0,1.0,,,,,,,,0.0
17361,1985,37.0,1.0,2.0,12.0,4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36747,1998,60.0,2.0,5.0,12.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,
32364,1994,30.0,2.0,5.0,12.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41600,2002,67.0,2.0,0.0,12.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
55468,2012,34.0,6.0,5.0,12.0,9,3.0,1.0,,,,,,,,2.0
54925,2010,41.0,13.0,0.0,12.0,7,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
35706,1998,25.0,4.0,2.0,6.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
54919,2010,53.0,1.0,6.0,6.0,5,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
65547,2021,49.0,1.0,6.0,12.0,7,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
32181,1994,54.0,2.0,6.0,12.0,7,1.0,1.0,,,,,,,,3.0
63110,2018,60.0,4.0,3.0,9.0,5,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0
6704,1976,30.0,2.0,2.0,9.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0
58258,2014,55.0,,6.0,12.0,3,1.0,2.0,,,,,,,,2.0
46472,2004,27.0,1.0,6.0,10.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11774,1980,26.0,1.0,2.0,8.0,7,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
60115,2016,34.0,4.0,0.0,12.0,1,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0
14482,1983,63.0,2.0,5.0,12.0,9,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
56867,2012,51.0,4.0,2.0,12.0,7,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,1.0
11073,1980,55.0,1.0,5.0,12.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
64043,2018,51.0,1.0,0.0,12.0,6,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
8271,1977,26.0,1.0,1.0,9.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
24783,1989,89.0,1.0,5.0,,5,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
64421,2018,30.0,4.0,2.0,12.0,8,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58763,2014,64.0,3.0,5.0,12.0,6,1.0,1.0,,,,,,,,3.0
21288,1987,59.0,1.0,3.0,5.0,6,2.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0
64980,2021,36.0,4.0,3.0,12.0,7,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
48635,2006,59.0,1.0,6.0,,3,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
27273,1991,45.0,1.0,1.0,12.0,9,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
36342,1998,47.0,4.0,7.0,12.0,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0
22776,1988,74.0,1.0,5.0,5.0,6,1.0,,,,,,,,,1.0
38228,2000,39.0,12.0,1.0,12.0,3,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
54098,2010,52.0,1.0,2.0,12.0,6,2.0,,,,,,,,,4.0
32361,1994,80.0,2.0,1.0,9.0,1,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
40771,2000,54.0,4.0,3.0,9.0,2,1.0,2.0,,,,,,,,5.0
68720,2021,80.0,1.0,1.0,12.0,7,1.0,,,,,,,,,4.0
14835,1983,53.0,4.0,1.0,12.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
59346,2014,58.0,1.0,1.0,12.0,7,1.0,1.0,,,,,,,,2.0
2599,1973,19.0,1.0,1.0,12.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
45857,2004,43.0,1.0,3.0,11.0,4,1.0,,,,,,,,,6.0
72295,2022,33.0,1.0,4.0,10.0,6,1.0,,,,,,,,,0.0
61876,2016,40.0,1.0,7.0,12.0,7,1.0,2.0,,,,,,,,3.0
58071,2014,36.0,4.0,1.0,11.0,3,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
25470,1990,32.0,4.0,4.0,9.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1227,1972,40.0,1.0,6.0,,5,1.0,,1.0,2.0,,2.0,1.0,2.0,,5.0
49115,2006,66.0,1.0,6.0,12.0,5,1.0,,,,,,,,,3.0
27515,1991,61.0,2.0,1.0,11.0,4,1.0,,,,,,,,,7.0
5202,1975,68.0,2.0,4.0,4.0,7,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,,0.0
32903,1996,57.0,1.0,4.0,8.0,2,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0
7365,1976,28.0,3.0,2.0,12.0,2,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
50387,2006,30.0,1.0,1.0,1.0,7,2.0,,,,,,,,,2.0
57645,2014,70.0,1.0,6.0,10.0,7,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
70056,2022,79.0,4.0,3.0,8.0,9,3.0,,,,,,,,,0.0
68457,2021,68.0,1.0,4.0,12.0,8,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
70654,2022,28.0,1.0,1.0,10.0,8,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
64581,2018,68.0,1.0,5.0,9.0,7,1.0,,,,,,,,,1.0
37383,1998,20.0,2.0,3.0,,1,3.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
52422,2008,42.0,2.0,0.0,12.0,8,1.0,2.0,,,,,,,,3.0
64224,2018,86.0,2.0,2.0,2.0,3,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0
7500,1976,26.0,1.0,1.0,9.0,9,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,0.0
47181,2006,22.0,2.0,1.0,12.0,2,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0
16095,1984,31.0,2.0,2.0,9.0,3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,
23329,1988,21.0,1.0,4.0,2.0,8,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
24876,1989,61.0,2.0,3.0,8.0,8,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0
12312,1982,26.0,1.0,4.0,12.0,3,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0
14840,1983,70.0,3.0,2.0,9.0,3,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
41943,2002,41.0,4.0,3.0,10.0,2,1.0,,,,,,,,,6.0
68402,2021,,4.0,1.0,12.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
35940,1998,35.0,1.0,3.0,8.0,7,1.0,,,,,,,,,1.0
55456,2012,56.0,2.0,0.0,11.0,1,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0
63703,2018,30.0,1.0,5.0,12.0,6,1.0,,1.0,,1.0,2.0,1.0,,,0.0
